,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022850486570670313,0.0970119847225405,0.18819282412789543,0.2452454434542035,0.2530068647128278,0.14917711113043583,0.059040656823770736,0.19199958285829177,0.4943816192815614,0.42382126304481627,0.020593144274650612,0.11633729628185929,0.2759053590028956,0.32889538892309683,0.20825199566183972,0.09756933595286146,0.17382089753086383,0.22800789579216438,0.10144840803798033,0.014661186872374136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022850486570670313,0.0970119847225405,0.18819282412789543,0.2452454434542035,0.2530068647128278,0.14917711113043583,0.059040656823770736,0.19199958285829177,0.4943816192815614,0.42382126304481627,0.020593144274650612,0.11633729628185929,0.2759053590028956,0.32889538892309683,0.20825199566183972,0.09756933595286146,0.17382089753086383,0.22800789579216438,0.10144840803798033,0.014661186872374136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022850486570670313,0.0970119847225405,0.18819282412789543,0.2452454434542035,0.2530068647128278,0.14917711113043583,0.059040656823770736,0.19199958285829177,0.4943816192815614,0.42382126304481627,0.020593144274650612,0.11633729628185929,0.2759053590028956,0.32889538892309683,0.20825199566183972,0.09756933595286146,0.17382089753086383,0.22800789579216438,0.10144840803798033,0.014661186872374136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022850486570670313,0.0970119847225405,0.18819282412789543,0.2452454434542035,0.2530068647128278,0.14917711113043583,0.059040656823770736,0.19199958285829177,0.4943816192815614,0.42382126304481627,0.020593144274650612,0.11633729628185929,0.2759053590028956,0.32889538892309683,0.20825199566183972,0.09756933595286146,0.17382089753086383,0.22800789579216438,0.10144840803798033,0.014661186872374136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022850486570670313,0.0970119847225405,0.18819282412789543,0.2452454434542035,0.2530068647128278,0.14917711113043583,0.059040656823770736,0.19199958285829177,0.4943816192815614,0.42382126304481627,0.020593144274650612,0.11633729628185929,0.2759053590028956,0.32889538892309683,0.20825199566183972,0.09756933595286146,0.17382089753086383,0.22800789579216438,0.10144840803798033,0.014661186872374136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022850486570670313,0.0970119847225405,0.18819282412789543,0.2452454434542035,0.2530068647128278,0.14917711113043583,0.059040656823770736,0.19199958285829177,0.4943816192815614,0.42382126304481627,0.020593144274650612,0.11633729628185929,0.2759053590028956,0.32889538892309683,0.20825199566183972,0.09756933595286146,0.17382089753086383,0.22800789579216438,0.10144840803798033,0.014661186872374136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022850486570670313,0.0970119847225405,0.18819282412789543,0.2452454434542035,0.2530068647128278,0.14917711113043583,0.059040656823770736,0.19199958285829177,0.4943816192815614,0.42382126304481627,0.020593144274650612,0.11633729628185929,0.2759053590028956,0.32889538892309683,0.20825199566183972,0.09756933595286146,0.17382089753086383,0.22800789579216438,0.10144840803798033,0.014661186872374136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021600650011399793,0.09144464282346317,0.13896384985049626,0.13995594428207211,0.19074566756023012,0.13602386991088897,0.059455019529846755,0.2230187780369572,0.5854219303196362,0.5095236003327804,0.009149408232805242,0.05724825805326383,0.13017558844336988,0.10821749964730844,0.03526252557863031,0.04717227228862333,0.1925070356430091,0.2751554556223543,0.1291183346346256,0.01967804555334143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004378996954605599,0.032578283203974844,0.09619940671880024,0.16692775217004246,0.17821220245942748,0.07973296100908553,0.012212037665694852,0.0006010434653059919,9.229133735207778e-06,4.335341843872873e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021600650011399793,0.09144464282346317,0.13896384985049626,0.13995594428207211,0.19074566756023012,0.13602386991088897,0.059455019529846755,0.2230187780369572,0.5854219303196362,0.5095236003327804,0.009149408232805242,0.05724825805326383,0.13017558844336988,0.10821749964730844,0.03526252557863031,0.04717227228862333,0.1925070356430091,0.2751554556223543,0.1291183346346256,0.01967804555334143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004378996954605599,0.032578283203974844,0.09619940671880024,0.16692775217004246,0.17821220245942748,0.07973296100908553,0.012212037665694852,0.0006010434653059919,9.229133735207778e-06,4.335341843872873e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021600650011399793,0.09144464282346317,0.13896384985049626,0.13995594428207211,0.19074566756023012,0.13602386991088897,0.059455019529846755,0.2230187780369572,0.5854219303196362,0.5095236003327804,0.009149408232805242,0.05724825805326383,0.13017558844336988,0.10821749964730844,0.03526252557863031,0.04717227228862333,0.1925070356430091,0.2751554556223543,0.1291183346346256,0.01967804555334143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004378996954605599,0.032578283203974844,0.09619940671880024,0.16692775217004246,0.17821220245942748,0.07973296100908553,0.012212037665694852,0.0006010434653059919,9.229133735207778e-06,4.335341843872873e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
