index,ca,c1,c2,m,f+,f-,f0,fdd,p1,p2,ba,bv,t,p,co/h2,t/h,L/M,S/M,M,MW,XLogP3,TPSA,Density,MV,RI,DM,MP,BP,L/B
601,88.15370142,0.11024985,-0.09339,-0.44267966,0.155,0.02,0.087,0.135,0.06142039,0.0228268,86.11679421,0.540905703,353.15,10.34,1,3,2,3000,7.41,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2.27989498
602,88.15370142,0.11024985,-0.09339,-0.43676511,0.146,0.011,0.079,0.135,0.05799064,0.01878776,86.10817475,0.537854081,353.15,10.34,1,3,2,3000,7.41,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.401400541
603,88.15370142,0.11024985,-0.09339,-0.4012015,0.114,0.052,0.083,0.062,0.11629547,0.08514308,87.61159579,0.542111209,353.15,10.34,1,3,2,3000,7.41,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2.047274867
604,88.15370142,0.11024985,-0.09339,-0.3595782,0.168,0.053,0.11,0.115,0.11829253,0.08870241,88.40686426,0.447033405,353.15,10.34,1,3,2,3000,7.41,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.874481818
605,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,313.15,10,0.5,23,1,200,1,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.105685849
606,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,313.15,10,0.5,18,1,200,5,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.204304592
607,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,313.15,10,0.5,9.5,1,200,5,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.170929804
608,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,373.15,10,0.5,7.5,1,200,1,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.165821387
609,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,373.15,10,0.5,1.5,1,200,5,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-0.824808419
610,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,313.15,40,0.5,8,1,200,1,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.283346922
611,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,313.15,40,0.5,20.5,1,200,5,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.239265031
612,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,313.15,40,0.5,9,1,200,5,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.199618529
613,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,373.15,40,0.5,2,1,200,1,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-0.934343339
614,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,373.15,40,0.5,2,1,200,5,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-0.955692092
615,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,373.15,10,0.5,19.5,2,200,1,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-0.958116705
616,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,373.15,40,0.5,4.5,2,200,1,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-0.999522491
617,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,373.15,40,0.5,2,2,200,1,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.028107898
618,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,343.15,25,0.5,1.5,1.5,200,3,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.108269259
619,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,343.15,25,0.5,1.4,1.5,200,3,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.098648415
620,88.15370142,0.11024985,-0.09339,-0.4365063,0.12,0.031,0.075,0.089,0.09990441,0.05844944,86.65820972,0.515741474,343.15,25,0.5,3,1.5,200,3,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.069625683
621,87.75364914,-0.03038558,-0.11266586,-0.43185294,0.141,0.026,0.083,0.115,0.40711607,0.3817152,98.56779883,0.520377143,333.15,40,1,5,3,200,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.602059991
622,87.75364914,-0.03038558,-0.11266586,-0.4916618,0.127,0.022,0.074,0.105,0.40111108,0.36951775,101.239981,0.5752015,333.15,40,1,5,3,200,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.753327667
623,87.75364914,-0.03038558,-0.11266586,-0.46683889,0.135,-0.002,0.066,0.137,0.428902,0.37861848,101.4730646,0.648417117,333.15,40,1,5,3,200,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.688629171
624,87.75364914,-0.03038558,-0.11266586,-0.47140607,0.124,-0.004,0.06,0.128,0.40114595,0.37404564,103.2753742,0.728271757,333.15,40,1,5,3,200,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.720159303
625,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,333.15,40,1,5,3,200,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.06069784
626,87.75364914,-0.03038558,-0.11266586,-0.48557587,0.122,0.009,0.065,0.113,0.39094182,0.37252153,163.5924151,0.716810706,333.15,40,1,5,3,200,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.629731418
627,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,333.15,40,1,5,1,200,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.954242509
628,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,333.15,40,1,5,2,200,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.004798883
629,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,333.15,40,1,5,3,200,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.06069784
630,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,333.15,40,1,5,4,200,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.123384909
631,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,333.15,40,1,5,3,200,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.954242509
632,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,333.15,40,1,5,3,200,1,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,-0.788370416
633,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,333.15,40,1,5,3,200,1,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-0.907997321
634,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,333.15,40,1,5,3,200,1,32.04,-0.5,20.2,0.791,40.5,1.328,2.87,-97,65,-1.004798883
635,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,323.15,40,1,5,3,200,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.06069784
636,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,313.15,40,1,5,3,200,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.123384909
637,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,313.15,40,1,23,3,200,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.123384909
638,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,303.15,40,1,47,3,200,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.278753601
639,87.75364914,-0.03038558,-0.11266586,-0.47703659,0.118,0.012,0.065,0.106,0.41949908,0.36782522,104.9023968,0.636618291,298.15,40,1,94,3,200,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.380211242
640,84.89032574,-0.02782989,-0.07877093,-0.40777741,0.153,0.02,0.086,0.133,-0.01845334,-0.02022312,160.0164526,0.63205833,373.15,20,1,2,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1
641,84.89032574,-0.02782989,-0.07877093,-0.40777741,0.153,0.02,0.086,0.133,-0.01845334,-0.02022312,160.0164526,0.63205833,353.15,20,1,2,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.477121255
642,84.89032574,-0.02782989,-0.07877093,-0.40777741,0.153,0.02,0.086,0.133,-0.01845334,-0.02022312,160.0164526,0.63205833,333.15,20,1,2,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.698970004
643,84.89032574,-0.02782989,-0.07877093,-0.40777741,0.153,0.02,0.086,0.133,-0.01845334,-0.02022312,160.0164526,0.63205833,353.15,50,1,2,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.51851394
644,84.89032574,-0.02782989,-0.07877093,-0.40777741,0.153,0.02,0.086,0.133,-0.01845334,-0.02022312,160.0164526,0.63205833,333.15,50,1,2,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.556302501
645,84.89032574,-0.02782989,-0.07877093,-0.40777741,0.153,0.02,0.086,0.133,-0.01845334,-0.02022312,160.0164526,0.63205833,333.15,10,1,2,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.146128036
646,84.89032574,-0.02782989,-0.07877093,-0.40777741,0.153,0.02,0.086,0.133,-0.01845334,-0.02022312,160.0164526,0.63205833,373.15,10,1,2,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.477121255
647,84.89032574,-0.02782989,-0.07877093,-0.40777741,0.153,0.02,0.086,0.133,-0.01845334,-0.02022312,160.0164526,0.63205833,333.15,20,1,1.5,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.913813852
648,84.89032574,-0.02782989,-0.07877093,-0.41201937,0.19,0,0.095,0.19,0.02639545,-0.01226401,98.7841822,0.554626351,333.15,20,1,1.5,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.672097858
649,84.89032574,-0.02782989,-0.07877093,-0.40922141,0.195,0.008,0.101,0.187,0.02763966,-0.00826355,93.16976172,0.523609299,333.15,20,1,1.5,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
650,84.89032574,-0.02782989,-0.07877093,-0.37923882,0.183,0.01,0.097,0.173,0.06099538,0.02000761,102.0502661,0.51704016,333.15,20,1,1.5,1.25,500,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.176091259
651,84.89032574,-0.02782989,-0.07877093,-0.44770648,0.175,0.029,0.102,0.146,0.0684958,0.03218938,84.9693083,0.53898388,333.15,20,1,24,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
652,84.89032574,-0.02782989,-0.07877093,-0.44770648,0.175,0.029,0.102,0.146,0.0684958,0.03218938,84.9693083,0.53898388,333.15,20,1,5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
653,84.89032574,-0.02782989,-0.07877093,-0.44770648,0.175,0.029,0.102,0.146,0.0684958,0.03218938,84.9693083,0.53898388,333.15,20,1,2,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
654,84.89032574,-0.02782989,-0.07877093,-0.51114801,0.115,0.013,0.064,0.102,0.48743769,0.45121457,106.4081342,0.617464126,333.15,20,1,24,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
655,84.89032574,-0.02782989,-0.07877093,-0.51114801,0.115,0.013,0.064,0.102,0.48743769,0.45121457,106.4081342,0.617464126,333.15,20,1,5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
656,84.89032574,-0.02782989,-0.07877093,-0.50026501,0.123,0.006,0.064,0.117,0.51457261,0.49723918,140.1236233,0.660664368,333.15,20,1,24,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
657,84.89032574,-0.02782989,-0.07877093,-0.50026501,0.123,0.006,0.064,0.117,0.51457261,0.49723918,140.1236233,0.660664368,333.15,20,1,5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
658,84.89032574,-0.02782989,-0.07877093,-0.50026501,0.123,0.006,0.064,0.117,0.51457261,0.49723918,140.1236233,0.660664368,333.15,20,1,2,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
659,84.89032574,-0.02782989,-0.07877093,-0.47980178,0.164,0.008,0.086,0.156,0.45908606,0.05253825,87.96171534,0.545815086,308.15,4.5,1,4,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
660,84.89032574,-0.02782989,-0.07877093,-0.48232852,0.154,0.006,0.08,0.148,0.44956496,0.02179575,93.96081478,0.577670751,308.15,4.5,1,4,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
661,84.89032574,-0.02782989,-0.07877093,-0.48441407,0.164,0.021,0.092,0.143,0.46386165,0.06337422,89.24905502,0.560624767,308.15,4.5,1,4,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
662,84.89032574,-0.02782989,-0.07877093,-0.47077291,0.157,0.008,0.083,0.149,0.50638791,0.01458503,88.53609253,0.551231131,308.15,4.5,1,4,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
663,84.89032574,-0.02782989,-0.07877093,-0.47077291,0.157,0.008,0.083,0.149,0.50638791,0.01458503,88.53609253,0.551231131,298.15,4.5,1,26,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
664,84.89032574,-0.02782989,-0.07877093,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,333.15,3.5,1,1.33,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.204119983
665,84.89032574,-0.02782989,-0.07877093,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,293.15,4.5,1,20,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.505149978
666,84.89032574,-0.02782989,-0.07877093,-0.38903045,0.115,0.007,0.061,0.108,0.12079785,0.06220351,83.99275331,0.685752889,333.15,3.5,1,1.33,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.113943352
667,84.89032574,-0.02782989,-0.07877093,-0.38903045,0.115,0.007,0.061,0.108,0.12079785,0.06220351,83.99275331,0.685752889,308.15,3.5,1,1.5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.69019608
668,84.89032574,-0.02782989,-0.07877093,-0.38903045,0.115,0.007,0.061,0.108,0.12079785,0.06220351,83.99275331,0.685752889,308.15,4.5,1,20,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.176091259
669,112.4606504,-0.06257058,-0.09413986,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,323.15,4.5,1,5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.113943352
670,112.4606504,-0.06257058,-0.09413986,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,323.15,4.5,1,3,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.447158031
671,112.4606504,-0.06257058,-0.09413986,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,308.15,4.5,1,5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.51851394
672,112.4606504,-0.06257058,-0.09413986,-0.38903045,0.115,0.007,0.061,0.108,0.12079785,0.06220351,83.99275331,0.685752889,308.15,4.5,1,5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.278753601
673,112.4606504,-0.06257058,-0.09413986,-0.38903045,0.115,0.007,0.061,0.108,0.12079785,0.06220351,83.99275331,0.685752889,298.15,4.5,1,20,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.477121255
674,112.4606504,-0.06257058,-0.09413986,-0.38903045,0.115,0.007,0.061,0.108,0.12079785,0.06220351,83.99275331,0.685752889,298.15,4.5,1,20,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.579783597
675,90.60329524,-0.06262666,-0.09800624,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,323.15,5.5,1,0.83,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.380211242
676,90.60329524,-0.06262666,-0.09800624,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,323.15,8,1,0.83,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.380211242
677,90.60329524,-0.06262666,-0.09800624,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,308.15,4.5,1,0.83,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
678,90.60329524,-0.06262666,-0.09800624,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,308.15,4.5,1,5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.380211242
679,90.60329524,-0.06262666,-0.09800624,-0.38903045,0.115,0.007,0.061,0.108,0.12079785,0.06220351,83.99275331,0.685752889,308.15,4.5,1,5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.397940009
680,90.60329524,-0.06262666,-0.09800624,-0.38903045,0.115,0.007,0.061,0.108,0.12079785,0.06220351,83.99275331,0.685752889,298.15,4.5,1,20,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.748188027
681,139.3495692,-0.05650829,-0.1033263,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,333.15,4.5,1,2,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.69019608
682,139.3495692,-0.05650829,-0.1033263,-0.43492721,0.113,0.002,0.058,0.111,0.02869268,0.01068356,90.79701806,0.775472885,308.15,4.5,1,5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.886490725
683,139.3495692,-0.05650829,-0.1033263,-0.38903045,0.115,0.007,0.061,0.108,0.12079785,0.06220351,83.99275331,0.685752889,308.15,4.5,1,5,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.851258349
684,139.3495692,-0.05650829,-0.1033263,-0.38903045,0.115,0.007,0.061,0.108,0.12079785,0.06220351,83.99275331,0.685752889,298.15,4.5,1,20,1.25,500,2,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.748188027
685,179.6257513,-0.02684731,-0.09648615,-0.45887078,0.129,-0.002,0.063,0.131,0.35398178,0.3474352,149.1601774,0.772875512,393.15,50,1,1.5,5,15700,0.1078,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.086359831
686,179.6257513,-0.02684731,-0.09648615,-0.47476546,0.118,-0.002,0.058,0.12,0.35138432,0.34945741,158.7873421,0.739365915,393.15,50,1,1.5,5,15700,0.1078,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.045757491
687,179.6257513,-0.02684731,-0.09648615,-0.47732563,0.108,0.006,0.057,0.102,0.31502861,0.30399533,161.4198388,0.825370388,393.15,50,1,3,5,15700,0.1078,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.180456064
688,179.6257513,-0.02684731,-0.09648615,-0.44887797,0.12,0.004,0.062,0.116,0.34312884,0.32262244,170.4519521,0.857406588,393.15,50,1,3,5,15700,0.1078,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.214670165
689,179.6257513,-0.02684731,-0.09648615,-0.45389873,0.105,-0.002,0.051,0.107,0.35429978,0.34623654,144.1936196,0.779147643,393.15,50,1,1,5,15700,0.1078,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.012837225
690,179.6257513,-0.02684731,-0.09648615,-0.45389873,0.105,-0.002,0.051,0.107,0.35429978,0.34623654,144.1936196,0.779147643,373.15,50,1,1,5,15700,0.1078,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.113943352
691,179.6257513,-0.02684731,-0.09648615,-0.45389873,0.105,-0.002,0.051,0.107,0.35429978,0.34623654,144.1936196,0.779147643,353.15,50,1,1,5,15700,0.1078,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.195899652
692,179.6257513,-0.02684731,-0.09648615,-0.45389873,0.105,-0.002,0.051,0.107,0.35429978,0.34623654,144.1936196,0.779147643,343.15,50,1,2,5,15700,0.1078,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.155336037
693,179.6257513,-0.02684731,-0.09648615,-0.45389873,0.105,-0.002,0.051,0.107,0.35429978,0.34623654,144.1936196,0.779147643,333.15,50,1,4,5,15700,0.1078,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.1430148
694,89.62294097,0.03643224,-0.1121056,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,4,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.431363764
695,89.79246677,0.02412375,-0.12260288,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,6,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.079181246
696,87.04082766,0.03540545,-0.10090173,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,8,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.698970004
697,87.11217585,0.03578049,-0.11156417,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,12,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.707570176
698,103.3793924,0.03608225,-0.11828382,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,12,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.51851394
699,96.44888607,0.03319684,-0.09910306,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,6,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.698970004
700,88.68734748,-0.04572632,-0.09628183,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,4,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.531478917
701,173.6327349,-0.04123879,-0.08695898,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,4,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.301029996
702,89.70751504,-0.04291818,-0.09076852,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,4,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.301029996
703,166.1832316,-0.02929298,-0.08697164,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,4,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.414973348
704,92.29924448,-0.03613639,-0.09283,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,4,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.643452676
705,145.0737323,-0.05450035,-0.08545318,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,4,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.62324929
706,119.9211036,-0.04810361,-0.08792101,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,4,1.1,200,3.75,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.361727836
707,130.4320203,-0.04484674,-0.08131239,-0.41207643,0.112,0.012,0.062,0.1,0.0774107,0.03283685,84.53176009,0.71477241,313.15,9.65,1,18,1.1,2500,0.4,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.851258349
708,88.15370142,0.11024985,-0.09339,-0.45916126,0.157,-0.003,0.077,0.16,0.01468695,0.01110314,96.80448209,0.692129845,353.15,80,1,6,2.5,300,1.67,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.380211242
709,85.20459947,-0.02719911,-0.07994301,-0.45916126,0.157,-0.003,0.077,0.16,0.01468695,0.01110314,96.80448209,0.692129845,353.15,80,1,3,2.5,300,1.67,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.995635195
710,104.8692418,0.10732276,-0.11541595,-0.45916126,0.157,-0.003,0.077,0.16,0.01468695,0.01110314,96.80448209,0.692129845,353.15,80,1,5,2.5,300,1.67,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.602059991
711,100.5495005,0.00779891,-0.09764778,-0.45916126,0.157,-0.003,0.077,0.16,0.01468695,0.01110314,96.80448209,0.692129845,353.15,80,1,18,2.5,300,1.67,78.11,2.1,0,0.879,88.9,1.501,0,6,81,1.995635195
