index,ca,c1,c2,m,f+,f-,f0,fdd,p1,p2,ba,bv,t,p,co/h2,t/h,L/M,S/M,M,MW,XLogP3,TPSA,Density,MV,RI,DM,MP,BP,L/B
235,85.40462423,-0.0257166,-0.08442146,-0.424201,0.119,-0.001,0.059,0.12,0.02924903,0.00871464,98.35750861,0.542943999,313.15,40,1,24,8,2000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.152288344
236,85.40462423,-0.0257166,-0.08442146,-0.41286952,0.129,-0.001,0.064,0.13,0.04939238,-0.00414418,97.62695253,0.53401626,313.15,40,1,24,8,2000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.1430148
237,85.40462423,-0.0257166,-0.08442146,-0.43341085,0.127,-0.001,0.063,0.128,0.04174497,0.00133426,96.92138719,0.53840151,313.15,40,1,24,8,2000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.260071388
238,85.40462423,-0.0257166,-0.08442146,-0.40946509,0.137,-0.001,0.068,0.138,0.07138581,0.02100884,97.94718141,0.584647549,313.15,40,1,24,8,2000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.064457989
239,85.40462423,-0.0257166,-0.08442146,-0.4244763,0.112,0.001,0.056,0.111,0.02129348,-0.00332719,96.86329043,0.543357482,313.15,40,1,24,8,2000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.33243846
240,85.40462423,-0.0257166,-0.08442146,-0.43759204,0.115,-0.003,0.056,0.118,0.05016475,0.02977384,110.8379132,0.529689247,313.15,40,1,24,8,2000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.826074803
241,85.40462423,-0.0257166,-0.08442146,-0.44567028,0.127,-0.001,0.063,0.128,0.05015459,0.01927267,109.6595367,0.566850307,313.15,40,1,24,8,2000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.77815125
242,85.40462423,-0.0257166,-0.08442146,-0.43178507,0.104,-0.004,0.05,0.108,0.02491854,-0.01839684,98.55232234,0.6792944,313.15,40,1,24,8,2000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.021189299
243,85.40462423,-0.0257166,-0.08442146,-0.42764966,0.112,0.001,0.057,0.111,0.04811194,0.04163628,159.8608541,0.619263651,313.15,40,1,24,4,2000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.240549248
244,85.40462423,-0.0257166,-0.08442146,-0.44265744,0.127,0.001,0.064,0.126,0.04921408,0.00402849,106.532678,0.598071189,313.15,40,1,24,8,2000,0.25,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.397940009
245,180.2455677,-0.0239468,-0.09973144,-0.48579221,0.184,0.003,0.093,0.181,0.58029738,0.56962282,154.3779045,0.774564387,353.15,40,1,0.083333333,5,2000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.361727836
246,180.2455677,-0.0239468,-0.09973144,-0.57613882,0.214,-0.001,0.107,0.215,0.50598489,0.50372073,93.48539744,0.77153606,353.15,40,1,0.166666667,5,2000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.763427994
247,180.2455677,-0.0239468,-0.09973144,-0.56255315,0.209,-0.001,0.104,0.21,0.53703065,0.50490765,101.8694185,0.67255055,353.15,40,1,0.416666667,5,2000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.72427587
248,88.1398339,-0.02391834,-0.09760623,-0.57613882,0.214,-0.001,0.107,0.215,0.50598489,0.50372073,93.48539744,0.77153606,353.15,40,1,1,5,2000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.812913357
249,179.6257513,-0.02684731,-0.09648615,-0.57613882,0.214,-0.001,0.107,0.215,0.50598489,0.50372073,93.48539744,0.77153606,353.15,40,1,1,5,2000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.799340549
250,88.1398339,-0.02391834,-0.09760623,-0.41201937,0.19,0,0.095,0.19,0.02639545,-0.01226401,98.7841822,0.554626351,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.431363764
251,88.1398339,-0.02391834,-0.09760623,-0.41201937,0.19,0,0.095,0.19,0.02639545,-0.01226401,98.7841822,0.554626351,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.491361694
252,88.1398339,-0.02391834,-0.09760623,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.579783597
253,88.1398339,-0.02391834,-0.09760623,-0.5160678,0.166,0.022,0.094,0.144,0.47696652,0.47219576,98.62033961,0.648457883,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.462397998
254,88.1398339,-0.02391834,-0.09760623,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.924279286
255,88.1398339,-0.02391834,-0.09760623,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,343.15,20,1,1,3,8000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.491361694
256,88.1398339,-0.02391834,-0.09760623,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,343.15,8,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.819543936
257,88.1398339,-0.02391834,-0.09760623,-0.53614582,0.202,0.001,0.101,0.201,0.54351423,0.52865208,173.4209039,0.748264536,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.045757491
258,88.1398339,-0.02391834,-0.09760623,-0.52165047,0.006,0.007,0.007,-0.001,0.51884829,0.48722223,116.1004062,0.880101565,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.716003344
259,121.1017794,-0.02515118,-0.09532144,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.838849091
260,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,333.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.681241237
261,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,343.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.612783857
262,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,353.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.602059991
263,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,363.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.653212514
264,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,373.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.653212514
265,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,343.15,20,1,0.5,3,127.4,10,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.924279286
266,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,333.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.892094603
267,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,343.15,20,1,0.5,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.892094603
268,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,353.15,20,1,0.5,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.799340549
269,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,333.15,20,1,0.75,3,127.4,10,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.995635195
270,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,343.15,20,1,0.5,3,127.4,10,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.968482949
271,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,353.15,20,1,0.5,3,127.4,10,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.875061263
272,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,333.15,20,1,1,3,127.4,10,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.397940009
273,179.6257513,-0.02684731,-0.09648615,-0.52210518,0.178,0.002,0.09,0.176,0.49838346,0.47408606,151.3179959,0.82102008,343.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.322219295
274,179.6257513,-0.02684731,-0.09648615,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,343.15,20,1,0.5,3,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.568201724
275,179.6257513,-0.02684731,-0.09648615,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,353.15,20,1,0.5,3,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.544068044
276,179.6257513,-0.02684731,-0.09648615,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,363.15,20,1,0.5,3,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.477121255
277,179.6257513,-0.02684731,-0.09648615,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,343.15,20,1,1,3,1274,1,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.556302501
278,179.6257513,-0.02684731,-0.09648615,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,343.15,20,1,1.5,10,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.799340549
279,179.6257513,-0.02684731,-0.09648615,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,353.15,20,1,0.5,10,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.672097858
280,179.6257513,-0.02684731,-0.09648615,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,363.15,20,1,0.5,10,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.643452676
281,179.6257513,-0.02684731,-0.09648615,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,333.15,20,1,1,3,127.4,10,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.477121255
282,179.6257513,-0.02684731,-0.09648615,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,343.15,20,1,0.5,3,127.4,10,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.477121255
283,179.6257513,-0.02684731,-0.09648615,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,353.15,20,1,0.166666667,3,127.4,10,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.462397998
284,180.2455677,-0.0239468,-0.09973144,-0.5753589,0.178,0.003,0.09,0.175,0.53297801,0.46688379,104.1229449,0.84844973,353.15,40,1,0.25,5,2000,2.6,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.301029996
285,180.2455677,-0.0239468,-0.09973144,-0.5631027,0.185,0.001,0.093,0.184,0.51384406,0.47913916,105.3525269,0.67144987,353.15,40,1,0.5,5,2000,2.6,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.544068044
286,180.2455677,-0.0239468,-0.09973144,-0.5631027,0.185,0.001,0.093,0.184,0.51384406,0.47913916,105.3525269,0.67144987,353.15,40,1,1,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.477121255
287,180.2455677,-0.0239468,-0.09973144,-0.5631027,0.185,0.001,0.093,0.184,0.51384406,0.47913916,105.3525269,0.67144987,353.15,40,1,1,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.477121255
288,180.2455677,-0.0239468,-0.09973144,-0.5631027,0.185,0.001,0.093,0.184,0.51384406,0.47913916,105.3525269,0.67144987,353.15,40,1,1.5,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.51851394
289,180.2455677,-0.0239468,-0.09973144,-0.5631027,0.185,0.001,0.093,0.184,0.51384406,0.47913916,105.3525269,0.67144987,353.15,40,1,1.5,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.556302501
290,179.6257513,-0.02684731,-0.09648615,-0.5631027,0.185,0.001,0.093,0.184,0.51384406,0.47913916,105.3525269,0.67144987,353.15,40,1,1,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.477121255
291,88.44939006,-0.02874313,-0.10278922,-0.5631027,0.185,0.001,0.093,0.184,0.51384406,0.47913916,105.3525269,0.67144987,353.15,40,1,1,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.477121255
292,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,10,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.500602351
293,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,10,1,1,5,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.327358934
294,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,333.15,10,1,1,5,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.288065018
295,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.500602351
296,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,373.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.524762889
297,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.431959096
298,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,373.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.519085756
299,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,40,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.49560466
300,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,40,1,1,5,2000,1.6,388.05,5.8,0,1.72,225.6,1.261,0,-78,82,0.454258372
301,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,40,1,1,5,2000,1.6,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.249877473
302,180.2455677,-0.0239468,-0.09973144,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.388860351
303,85.40462423,-0.0257166,-0.08442146,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-0.345233658
304,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,40,1,1,5,500,1.6,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.410174465
305,179.6257513,-0.02684731,-0.09648615,-0.41201937,0.19,0,0.095,0.19,0.02639545,-0.01226401,98.7841822,0.554626351,353.15,40,1,1,5,500,1.6,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.431959096
306,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,40,1,1,5,500,1.6,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.431959096
307,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,40,1,1,5,500,1.6,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.431959096
308,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,40,1,1,5,2000,1.6,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.431959096
309,179.6257513,-0.02684731,-0.09648615,-0.52325288,0.174,0.008,0.091,0.166,0.50155173,0.45792774,163.2500523,0.840599376,353.15,40,1,1,5,2000,1.6,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.454258372
310,179.6257513,-0.02684731,-0.09648615,-0.4330956,0.183,0,0.091,0.183,0.06854899,0.03157583,99.04908365,0.615070583,343.15,20,1,1.5,10,144.7727273,8.8,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.643452676
311,179.6257513,-0.02684731,-0.09648615,-0.43063805,0.182,-0.002,0.09,0.184,0.11092944,0.10891097,161.8505681,0.68754659,343.15,20,1,1.5,10,144.7727273,8.8,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.591064607
312,179.6257513,-0.02684731,-0.09648615,-0.41005939,0.188,0.004,0.096,0.184,0.1020081,0.09502976,149.618135,0.787143589,343.15,20,1,1.5,10,144.7727273,8.8,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.672097858
313,179.6257513,-0.02684731,-0.09648615,-0.41201218,0.192,0.001,0.097,0.191,0.07712135,0.040363,99.49479885,0.560385995,343.15,20,1,1.5,10,144.7727273,8.8,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.707570176
314,179.6257513,-0.02684731,-0.09648615,-0.4470868,0.216,-0.003,0.107,0.219,0.0996417,0.07286988,100.2560332,0.548080507,343.15,20,1,1.5,10,144.7727273,8.8,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.73239376
315,179.6257513,-0.02684731,-0.09648615,-0.43936733,0.164,0.003,0.083,0.161,0.04167971,0.03625316,156.5255597,0.83057678,338.15,20,1,21.5,10,2100,0.133333333,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.653212514
316,179.6257513,-0.02684731,-0.09648615,-0.45291151,0.195,-0.004,0.096,0.199,0.04578375,0.04436254,162.5804042,0.801854268,338.15,20,1,18,10,2100,0.133333333,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.751499056
317,179.6257513,-0.02684731,-0.09648615,-0.51461426,0.16,0.021,0.091,0.139,0.53477578,0.51276327,95.21507841,0.826360417,338.15,20,1,88,10,2175,0.128735632,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.929418926
318,179.6257513,-0.02684731,-0.09648615,-0.45291151,0.195,-0.004,0.096,0.199,0.04578375,0.04436254,162.5804042,0.801854268,333.15,45,1,20,4,290,0.662068966,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.507503884
319,179.6257513,-0.02684731,-0.09648615,-0.45291151,0.195,-0.004,0.096,0.199,0.04578375,0.04436254,162.5804042,0.801854268,335.15,60,1,19,6,235,1.634042553,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.665111737
320,179.6257513,-0.02684731,-0.09648615,-0.45291151,0.195,-0.004,0.096,0.199,0.04578375,0.04436254,162.5804042,0.801854268,333.15,45,1,20,13,300,0.64,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.740362689
321,87.31956663,-0.0321128,-0.09609902,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,353.15,20,1,1,10,4393,0.034145231,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.556302501
322,87.31956663,-0.0321128,-0.09609902,-0.44993021,0.189,-0.003,0.093,0.192,0.08549786,0.08040896,161.2629413,0.686247903,353.15,20,1,1,10,4499,0.033340742,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.556302501
323,87.31956663,-0.0321128,-0.09609902,-0.41291032,0.176,0,0.088,0.176,0.06043652,0.03951151,174.2445777,0.849795006,353.15,20,1,1,10,4393,0.034145231,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.556302501
324,87.31956663,-0.0321128,-0.09609902,-0.43059134,0.164,0.006,0.085,0.158,0.02548743,0.01443908,164.390969,0.771646711,353.15,20,1,1,10,3789,0.039588282,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.653212514
325,180.2455677,-0.0239468,-0.09973144,-0.4566089,0.209,-0.003,0.103,0.212,0.10586903,0.04097947,98.16899213,0.718068627,333.15,20,1,1,10,5940,0.025252525,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.579783597
326,180.2455677,-0.0239468,-0.09973144,-0.44993021,0.189,-0.003,0.093,0.192,0.08549786,0.08040896,161.2629413,0.686247903,353.15,20,1,1,10,5920,0.025337838,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.568201724
327,180.2455677,-0.0239468,-0.09973144,-0.41291032,0.176,0,0.088,0.176,0.06043652,0.03951151,174.2445777,0.849795006,353.15,20,1,1,10,5614,0.026718917,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.579783597
328,180.2455677,-0.0239468,-0.09973144,-0.43059134,0.164,0.006,0.085,0.158,0.02548743,0.01443908,164.390969,0.771646711,353.15,20,1,1,10,6513,0.023030861,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.568201724
329,85.40462423,-0.0257166,-0.08442146,-0.45999339,0.142,-0.002,0.07,0.144,0.499249,0.00264737,94.69200579,0.542705227,333.15,100,1,43,4,2000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.865301426
330,85.40462423,-0.0257166,-0.08442146,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,333.15,100,1,17,4,2000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.103756874
331,85.40462423,-0.0257166,-0.08442146,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,313.15,100,1,46,4,1000,1,86.18,3.9,0,0.659,130.7,1.375,0.08,-97,69,-1.347443482
332,85.40462423,-0.0257166,-0.08442146,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,333.15,100,1,12,4,2000,1,104.15,2.9,0,0.909,114.6,1.545,0.18,-30,144,-1.202737612
333,85.40462423,-0.0257166,-0.08442146,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,313.15,40,1,66,3,2000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.260804994
334,85.40462423,-0.0257166,-0.08442146,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,333.15,20,1,16,2,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.091080469
335,85.40462423,-0.0257166,-0.08442146,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,333.15,60,1,16,2,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.123384909
336,85.40462423,-0.0257166,-0.08442146,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,309.15,40,1,62,2.4,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.260804994
337,85.40462423,-0.0257166,-0.08442146,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,304.15,40,1,62,2.4,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.337005216
338,87.79704769,-0.02609162,-0.08241551,-0.45999339,0.142,-0.002,0.07,0.144,0.499249,0.00264737,94.69200579,0.542705227,333.15,100,1,34,4,2000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.8255759
339,87.79704769,-0.02609162,-0.08241551,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,313.15,40,1,15,2,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.054830493
340,87.94247026,-0.02966955,-0.08499673,-0.45999339,0.142,-0.002,0.07,0.144,0.499249,0.00264737,94.69200579,0.542705227,333.15,100,1,66,4,300,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.865301426
341,87.94247026,-0.02966955,-0.08499673,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,313.15,40,1,16,2,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.326790858
342,87.94247026,-0.02966955,-0.08499673,-0.44636428,0.13,0.003,0.066,0.127,0.48082473,0.04804544,94.75148455,0.542146152,302.15,40,1,43,2,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.391658781
343,179.6257513,-0.02684731,-0.09648615,-0.41500476,0.185,0.002,0.093,0.183,0.07175196,0.00243458,98.56636441,0.534202618,353.15,20,1,3.210894309,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.929418926
344,179.6257513,-0.02684731,-0.09648615,-0.38559107,0.183,0.009,0.096,0.174,0.06743191,0.02980144,100.6824751,0.518595089,353.15,20,1,1.423882353,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.53529412
345,179.6257513,-0.02684731,-0.09648615,-0.37250786,0.147,0,0.074,0.147,0.03271207,0.0325116,146.4207413,0.573332091,353.15,20,1,1.035717322,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.752816431
