Index,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),CA,C1,C2,CM,P1,P2,BA,BV,t,P,CO/H2,t/h,L/M,S/M,M,MW,XLogP3,TPSA,Density,MV,RI,DM,MP,BP,L/B
479,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,313.15,20,1,24,4,1000,1,85.3619317,-0.086168799,0.038186577,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,313.15,20,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.004798883
480,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,353.15,20,1,24,4,1000,1,85.3619317,-0.086168799,0.038186577,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,353.15,20,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.753327667
481,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,40,1,24,4,1000,1,85.3619317,-0.086168799,0.038186577,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,40,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.907997321
482,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,60,1,24,4,1000,1,85.3619317,-0.086168799,0.038186577,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,60,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.865301426
483,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,12,4,1000,1,85.3619317,-0.086168799,0.038186577,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,20,1,12,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.907997321
484,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,36,4,1000,1,85.3619317,-0.086168799,0.038186577,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,20,1,36,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.865301426
485,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,24,4,1000,1,85.3619317,-0.086168799,0.038186577,-0.085657154,0.352959348,0.220014284,94.93453196,0.538896524,333.15,20,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.688629171
486,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,100,1,43,4,2000,1,85.3619317,-0.086168799,0.038186577,-0.085657154,0.352959348,0.220014284,94.93453196,0.538896524,333.15,100,1,43,4,2000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.865301426
487,C=CC1=CC=C(C)C=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,24,4,1000,1,90.02922612,-0.088955351,-0.038924121,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,20,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.8255759
488,C=CC1=CC=C(C)C=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,100,1,20,4,1000,1,90.02922612,-0.088955351,-0.038924121,-0.085657154,0.352959348,0.220014284,94.93453196,0.538896524,333.15,100,1,20,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.788370416
489,C=CC1=CC=C(F)C=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,24,4,1000,1,85.32333115,-0.087033601,-0.038890948,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,20,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.865301426
490,C=CC1=CC=C(F)C=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,313.15,100,1,39,4,2000,1,85.32333115,-0.087033601,-0.038890948,-0.100455725,0.37278958,0.203842638,94.72442002,0.542792583,313.15,100,1,39,4,2000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.907997321
491,C=CC1=CC(F)=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,24,4,1000,1,85.37043128,-0.080682173,-0.03678758,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,20,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.004798883
492,C=CC1=CC(F)=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,313.15,100,1,30,4,2000,1,85.37043128,-0.080682173,-0.03678758,-0.100455725,0.37278958,0.203842638,94.72442002,0.542792583,313.15,100,1,30,4,2000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.004798883
493,C=CC1=CC=C(Cl)C=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,24,4,1000,1,87.91344199,-0.082147021,-0.037843021,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,20,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.8255759
494,C=CC1=CC=C(Cl)C=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,100,1,34,4,1000,1,87.91344199,-0.082147021,-0.037843021,-0.085657154,0.352959348,0.220014284,94.93453196,0.538896524,333.15,100,1,34,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.8255759
495,C=CC1=CC=C(OC)C=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,24,4,1000,1,90.2325276,-0.094427838,-0.040085074,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,20,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.788370416
496,C=CC1=CC=C(OC)C=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,100,1,34,4,1000,1,90.2325276,-0.094427838,-0.040085074,-0.085657154,0.352959348,0.220014284,94.93453196,0.538896524,333.15,100,1,34,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.8255759
497,C=CC1=CC=C(CC(C)C)C=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,24,4,1000,1,88.32939763,-0.088628025,-0.038859925,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,20,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.907997321
498,C=CC1=CC=C(CC(C)C)C=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@@]([C@@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@]4[C@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,100,1,66,4,300,1,88.32939763,-0.088628025,-0.038859925,-0.085657154,0.352959348,0.220014284,94.93453196,0.538896524,333.15,100,1,66,4,300,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.865301426
499,C=COC(C)=O,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,24,4,1000,1,89.62573535,-0.105519562,0.033941616,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,20,1,24,4,1000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.123384909
500,C=COC(C)=O,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,100,1,36,4,400,1,89.62573535,-0.105519562,0.033941616,-0.100455725,0.37278958,0.203842638,94.72442002,0.542792583,333.15,100,1,36,4,400,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.788370416
501,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3N(CC)P3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,24,4,10000,1,85.3619317,-0.086168799,0.038186577,-0.084734881,0.349923648,0.198015632,98.93563456,0.537889023,333.15,20,1,24,4,10000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.865301426
502,C=CC1=CC=CC=C1,Rh,CC1=C(OP->%162OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(OP2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C(P(C2=CC=CC=C2)C2=CC=CC=C2)=CC=C1,CC1=CC=CC=C1,323.15,20,1,18,4,1000,32,85.3619317,-0.086168799,0.038186577,-0.039516368,0.352804794,0.199632144,88.11670224,0.671904119,323.15,20,1,18,4,1000,32,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.69019608
503,C=CC1=CC=CC=C1,Rh,CC1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C(OP->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C(OP2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)=C1C,CC1=CC=CC=C1,323.15,20,1,18,4,1000,32,85.3619317,-0.086168799,0.038186577,-0.078577357,0.368484717,0.199953215,87.90378181,0.67250396,323.15,20,1,18,4,1000,32,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.69019608
504,C=CC1=CC=CC=C1,Rh,CC1=C(OP->%162OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)=C(C)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(OP2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C(P(C2=CC=CC=C2)C2=CC=CC=C2)=C(C)C=C1,CC1=CC=CC=C1,323.15,20,1,18,4,1000,32,85.3619317,-0.086168799,0.038186577,-0.070826603,0.355730109,0.213343861,85.59135288,0.576232296,323.15,20,1,18,4,1000,32,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.69019608
505,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@@H]2[C@@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(OC1=C3C=CC=CC3=CC=C1P->%17(C1=CC=CC=C1)C1=CC=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@@H]2[C@@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(OC1=C3C=CC=CC3=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=CC=C1,323.15,20,1,18,4,1000,32,85.3619317,-0.086168799,0.038186577,-0.074539139,0.366977034,0.200413217,87.37603166,0.601210166,323.15,20,1,18,4,1000,32,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.69019608
506,C=CC1=CC=CC=C1,Rh,CC(C)C1=C(OP->%162OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)C1=C(OP2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C(P(C2=CC=CC=C2)C2=CC=CC=C2)=CC=C1,CC1=CC=CC=C1,323.15,20,1,18,4,1000,32,85.3619317,-0.086168799,0.038186577,-0.056687609,0.347357608,0.207074518,88.26977086,0.668264303,323.15,20,1,18,4,1000,32,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.69019608
507,C=CC1=CC=CC=C1,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C(OP->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)=C(C(C)C)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C(OP2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)=C(C(C)C)C=C1,CC1=CC=CC=C1,323.15,20,1,18,4,1000,32,85.3619317,-0.086168799,0.038186577,-0.04190831,0.359745188,0.200931331,85.15620483,0.688402674,323.15,20,1,18,4,1000,32,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.69019608
508,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@@H]2[C@@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(OC1=C(C3=CC=CC=C3)C=CC=C1P->%17(C1=CC=CC=C1)C1=CC=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@@H]2[C@@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(OC1=C(C3=CC=CC=C3)C=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=CC=C1,323.15,20,1,18,4,1000,32,85.3619317,-0.086168799,0.038186577,-0.086813019,0.351802289,0.218570739,88.85797986,0.652779072,323.15,20,1,18,4,1000,32,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.69019608
509,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@@H]2[C@@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(OC1=C(C(C)(C)C)C=CC=C1P->%17(C1=CC=CC=C1)C1=CC=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@@H]2[C@@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(OC1=C(C(C)(C)C)C=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=CC=C1,323.15,20,1,18,4,1000,32,85.3619317,-0.086168799,0.038186577,-0.085234414,0.35569092,0.21785793,88.16927971,0.653967108,323.15,20,1,18,4,1000,32,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.69019608
