Entry,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,kb,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
248,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP->%16(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP->%17(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1,CC1=CC=CC=C1,353.15,40,1,1,5,2000,10,0.812913357,1316,,0.702721535,6.5,,
249,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP->%16(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP->%17(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1,CC1=CC=CC=C1,353.15,40,1,1,5,2000,10,0.799340549,1218,,0.699336795,6.3,,
250,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,343.15,20,1,1,3,800,10,0.431363764,744,,0.607572011,2.7,,
251,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,343.15,20,1,1,3,800,10,0.491361694,778.4,,0.622534088,3.1,,
252,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(P->%16(C2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)C3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(P->%17(C2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)C3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(P(C2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)C3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,CC1=CC=CC=C1,343.15,20,1,1,3,800,10,0.579783597,702.4,,0.644584438,3.8,,
253,C=CCCCC,Rh,C1=CC=C(OP->%16(OC2=CC=CC=C2)OC3=CC=CC=C3)C=C1.C1=CC=C(OP->%17(OC2=CC=CC=C2)OC3=CC=CC=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(OP(OC2=CC=CC=C2)OC3=CC=CC=C3)C=C1,CC1=CC=CC=C1,343.15,20,1,1,3,800,10,0.462397998,732.8,,0.615311221,2.9,,
254,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,CC1=CC=CC=C1,343.15,20,1,1,3,800,10,0.924279286,676.8,,0.730493588,8.4,,
255,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,CC1=CC=CC=C1,343.15,20,1,1,3,8000,10,0.491361694,7144,,0.622534088,3.1,,
256,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,CC1=CC=CC=C1,343.15,8,1,1,3,800,10,0.819543936,711.2,,0.704375046,6.6,,
257,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=C(OP->%16(OC2=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C2)OC3=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C3)C=CC=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=C(OP->%17(OC2=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C2)OC3=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C3)C=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=C(OP(OC2=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C2)OC3=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C3)C=CC=C1,CC1=CC=CC=C1,343.15,20,1,1,3,800,10,-0.045757491,792.8,,0.488589154,0.9,,
258,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(OP->%16(OC2=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C2)OC3=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C3)=CC=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(OP->%17(OC2=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C2)OC3=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C3)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(OP(OC2=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C2)OC3=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C3)=CC=C1,CC1=CC=CC=C1,343.15,20,1,1,3,800,10,0.716003344,768,,0.67855445,5.2,,
259,C=CCCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,CC1=CC=CC=C1,343.15,20,1,1,3,800,10,0.838849091,680,,0.709189299,6.9,,
260,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,333.15,20,1,1,3,637,2,0.681241237,531.895,,0.669885595,4.8,,
261,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,343.15,20,1,1,3,637,2,0.612783857,529.347,,0.652813929,4.1,,
262,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,353.15,20,1,1,3,637,2,0.602059991,506.415,,0.650139649,4,,
263,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,363.15,20,1,1,3,637,2,0.653212514,421.057,,0.662895889,4.5,,
264,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,373.15,20,1,1,3,637,2,0.653212514,234.416,,0.662895889,4.5,,
265,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,343.15,20,1,0.5,3,127.4,10,0.924279286,202.8208,,0.730493588,8.4,,
266,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,333.15,20,1,1,3,637,2,0.892094603,540.813,,0.722467482,7.8,,
267,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,343.15,20,1,0.5,3,637,2,0.892094603,1061.242,,0.722467482,7.8,,
268,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,353.15,20,1,0.5,3,637,2,0.799340549,1025.57,,0.699336795,6.3,,
269,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,333.15,20,1,0.75,3,127.4,10,0.995635195,141.3290667,,0.748288078,9.9,,
270,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,343.15,20,1,0.5,3,127.4,10,0.968482949,211.7388,,0.741516945,9.3,,
