index,ca,c1,c2,m,p1,p2,ba,bv,t,p,co/h2,t/h,L/M,S/M,M,MW,XLogP3,TPSA,Density,MV,RI,DM,MP,BP,L/B
247,151.5761386,-0.098823896,-0.0337368,-0.056261845,0.376018954,0.369533722,101.8694185,0.67255055,353.15,40,1,0.416666667,5,2000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.72427587
248,87.39052584,-0.098099726,-0.03432814,-0.07380333,0.397856982,0.371378488,93.48539744,0.77153606,353.15,40,1,1,5,2000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.812913357
249,86.52014523,-0.097025505,-0.034436355,-0.07380333,0.397856982,0.371378488,93.48539744,0.77153606,353.15,40,1,1,5,2000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.799340549
250,87.39052584,-0.098099726,-0.03432814,-0.088892107,0.216977542,0.19821834,98.7841822,0.554626351,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.431363764
251,87.39052584,-0.098099726,-0.03432814,-0.088892107,0.216977542,0.19821834,98.7841822,0.554626351,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.491361694
252,87.39052584,-0.098099726,-0.03432814,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.579783597
253,87.39052584,-0.098099726,-0.03432814,-0.087910715,0.377266678,0.365611887,98.62033961,0.648457883,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.462397998
254,87.39052584,-0.098099726,-0.03432814,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.924279286
255,87.39052584,-0.098099726,-0.03432814,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,343.15,20,1,1,3,8000,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.491361694
256,87.39052584,-0.098099726,-0.03432814,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,343.15,8,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.819543936
257,87.39052584,-0.098099726,-0.03432814,-0.082550235,0.401718327,0.397940372,173.4209039,0.748264536,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.045757491
258,87.39052584,-0.098099726,-0.03432814,-0.060427238,0.361272309,0.233228453,116.1004062,0.880101565,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.716003344
259,87.84445819,-0.094901075,-0.030574447,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,343.15,20,1,1,3,800,10,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.838849091
260,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,333.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.681241237
261,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,343.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.612783857
262,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,353.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.602059991
263,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,363.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.653212514
264,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,373.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.653212514
265,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,343.15,20,1,0.5,3,127.4,10,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.924279286
266,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,333.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.892094603
267,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,343.15,20,1,0.5,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.892094603
268,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,353.15,20,1,0.5,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.799340549
269,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,333.15,20,1,0.75,3,127.4,10,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.995635195
270,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,343.15,20,1,0.5,3,127.4,10,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.968482949
271,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,353.15,20,1,0.5,3,127.4,10,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.875061263
272,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,333.15,20,1,1,3,127.4,10,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.397940009
273,86.52014523,-0.097025505,-0.034436355,-0.069108472,0.389864122,0.38126271,151.3179959,0.82102008,343.15,20,1,1,3,637,2,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,0.322219295
274,86.52014523,-0.097025505,-0.034436355,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,343.15,20,1,0.5,3,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.568201724
275,86.52014523,-0.097025505,-0.034436355,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,353.15,20,1,0.5,3,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.544068044
276,86.52014523,-0.097025505,-0.034436355,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,363.15,20,1,0.5,3,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.477121255
277,86.52014523,-0.097025505,-0.034436355,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,343.15,20,1,1,3,1274,1,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.556302501
278,86.52014523,-0.097025505,-0.034436355,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,343.15,20,1,1.5,10,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.799340549
279,86.52014523,-0.097025505,-0.034436355,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,353.15,20,1,0.5,10,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.672097858
280,86.52014523,-0.097025505,-0.034436355,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,363.15,20,1,0.5,10,637,2,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.643452676
281,86.52014523,-0.097025505,-0.034436355,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,333.15,20,1,1,3,127.4,10,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.477121255
282,86.52014523,-0.097025505,-0.034436355,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,343.15,20,1,0.5,3,127.4,10,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.477121255
283,86.52014523,-0.097025505,-0.034436355,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,353.15,20,1,0.166666667,3,127.4,10,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.462397998
284,151.5761386,-0.098823896,-0.0337368,-0.079621533,0.389792771,0.379071468,104.1229449,0.84844973,353.15,40,1,0.25,5,2000,2.6,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.301029996
285,151.5761386,-0.098823896,-0.0337368,-0.069901527,0.390027726,0.37799505,105.3525269,0.67144987,353.15,40,1,0.5,5,2000,2.6,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.544068044
286,151.5761386,-0.098823896,-0.0337368,-0.069901527,0.390027726,0.37799505,105.3525269,0.67144987,353.15,40,1,1,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.477121255
287,151.5761386,-0.098823896,-0.0337368,-0.069901527,0.390027726,0.37799505,105.3525269,0.67144987,353.15,40,1,1,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.477121255
288,151.5761386,-0.098823896,-0.0337368,-0.069901527,0.390027726,0.37799505,105.3525269,0.67144987,353.15,40,1,1.5,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.51851394
289,151.5761386,-0.098823896,-0.0337368,-0.069901527,0.390027726,0.37799505,105.3525269,0.67144987,353.15,40,1,1.5,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.556302501
290,86.52014523,-0.097025505,-0.034436355,-0.069901527,0.390027726,0.37799505,105.3525269,0.67144987,353.15,40,1,1,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.477121255
291,87.33580996,-0.098602735,-0.035664008,-0.069901527,0.390027726,0.37799505,105.3525269,0.67144987,353.15,40,1,1,5,2000,1.95,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.477121255
292,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,10,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.500602351
293,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,10,1,1,5,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.327358934
294,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,333.15,10,1,1,5,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.288065018
295,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.500602351
296,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,373.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.524762889
297,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.431959096
298,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,373.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.519085756
299,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,40,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.49560466
300,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,40,1,1,5,2000,1.6,388.05,5.8,0,1.72,225.6,1.261,0,-78,82,0.454258372
301,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,40,1,1,5,2000,1.6,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.249877473
302,151.5761386,-0.098823896,-0.0337368,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.388860351
303,85.3619317,-0.086168799,0.038186577,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,20,1,1,3,500,0.48,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-0.345233658
304,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,40,1,1,5,500,1.6,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.410174465
305,86.52014523,-0.097025505,-0.034436355,-0.088892107,0.216977542,0.19821834,98.7841822,0.554626351,353.15,40,1,1,5,500,1.6,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.431959096
306,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,40,1,1,5,500,1.6,438.06,6.5,0,1.759,249,1.284,0,-23,106,0.431959096
307,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,40,1,1,5,500,1.6,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.431959096
308,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,40,1,1,5,2000,1.6,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.431959096
309,86.52014523,-0.097025505,-0.034436355,-0.081120492,0.391018145,0.382844384,163.2500523,0.840599376,353.15,40,1,1,5,2000,1.6,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.454258372
310,86.52014523,-0.097025505,-0.034436355,-0.093115899,0.217885079,0.19983024,99.04908365,0.615070583,343.15,20,1,1.5,10,144.7727273,8.8,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.643452676
311,86.52014523,-0.097025505,-0.034436355,-0.086081162,0.219466922,0.217321996,161.8505681,0.68754659,343.15,20,1,1.5,10,144.7727273,8.8,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.591064607
312,86.52014523,-0.097025505,-0.034436355,-0.065817094,0.214617608,0.214227627,149.618135,0.787143589,343.15,20,1,1.5,10,144.7727273,8.8,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.672097858
313,86.52014523,-0.097025505,-0.034436355,-0.084532545,0.218467203,0.197744876,99.49479885,0.560385995,343.15,20,1,1.5,10,144.7727273,8.8,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.707570176
314,86.52014523,-0.097025505,-0.034436355,-0.083654644,0.218288173,0.199886233,100.2560332,0.548080507,343.15,20,1,1.5,10,144.7727273,8.8,350.05,4.1,0,1.788,195.8,1.282,0.28,-70,76,0.73239376
315,86.52014523,-0.097025505,-0.034436355,-0.085104227,0.214572129,0.214299725,156.5255597,0.83057678,338.15,20,1,21.5,10,2100,0.133333333,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.653212514
316,86.52014523,-0.097025505,-0.034436355,-0.090196685,0.217047597,0.213771111,162.5804042,0.801854268,338.15,20,1,18,10,2100,0.133333333,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.751499056
317,86.52014523,-0.097025505,-0.034436355,-0.074702592,0.390078442,0.365599665,95.21507841,0.826360417,338.15,20,1,88,10,2175,0.128735632,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.929418926
318,86.52014523,-0.097025505,-0.034436355,-0.090196685,0.217047597,0.213771111,162.5804042,0.801854268,333.15,45,1,20,4,290,0.662068966,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.507503884
319,86.52014523,-0.097025505,-0.034436355,-0.090196685,0.217047597,0.213771111,162.5804042,0.801854268,335.15,60,1,19,6,235,1.634042553,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.665111737
320,86.52014523,-0.097025505,-0.034436355,-0.090196685,0.217047597,0.213771111,162.5804042,0.801854268,333.15,45,1,20,13,300,0.64,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.740362689
321,120.3138595,-0.09867502,-0.034118318,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,353.15,20,1,1,10,4393,0.034145231,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.556302501
322,120.3138595,-0.09867502,-0.034118318,-0.079755339,0.220837512,0.217034666,161.2629413,0.686247903,353.15,20,1,1,10,4499,0.033340742,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.556302501
323,120.3138595,-0.09867502,-0.034118318,-0.0925968,0.22177388,0.2176908,174.2445777,0.849795006,353.15,20,1,1,10,4393,0.034145231,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.556302501
324,120.3138595,-0.09867502,-0.034118318,-0.066422361,0.220690598,0.216491072,164.390969,0.771646711,353.15,20,1,1,10,3789,0.039588282,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.653212514
325,151.5761386,-0.098823896,-0.0337368,-0.094497577,0.215989654,0.203709817,98.16899213,0.718068627,333.15,20,1,1,10,5940,0.025252525,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.579783597
326,151.5761386,-0.098823896,-0.0337368,-0.079755339,0.220837512,0.217034666,161.2629413,0.686247903,353.15,20,1,1,10,5920,0.025337838,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.568201724
327,151.5761386,-0.098823896,-0.0337368,-0.0925968,0.22177388,0.2176908,174.2445777,0.849795006,353.15,20,1,1,10,5614,0.026718917,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.579783597
328,151.5761386,-0.098823896,-0.0337368,-0.066422361,0.220690598,0.216491072,164.390969,0.771646711,353.15,20,1,1,10,6513,0.023030861,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,0.568201724
329,85.3619317,-0.086168799,0.038186577,-0.100437833,0.372777748,0.2038519,94.69200579,0.542705227,333.15,100,1,43,4,2000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.865301426
330,85.3619317,-0.086168799,0.038186577,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,333.15,100,1,17,4,2000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-1.103756874
331,85.3619317,-0.086168799,0.038186577,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,313.15,100,1,46,4,1000,1,86.18,3.9,0,0.659,130.7,1.375,0.08,-97,69,-1.347443482
332,85.3619317,-0.086168799,0.038186577,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,333.15,100,1,12,4,2000,1,104.15,2.9,0,0.909,114.6,1.545,0.18,-30,144,-1.202737612
333,85.3619317,-0.086168799,0.038186577,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,313.15,40,1,66,3,2000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.260804994
334,85.3619317,-0.086168799,0.038186577,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,333.15,20,1,16,2,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.091080469
335,85.3619317,-0.086168799,0.038186577,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,333.15,60,1,16,2,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.123384909
336,85.3619317,-0.086168799,0.038186577,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,309.15,40,1,62,2.4,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.260804994
337,85.3619317,-0.086168799,0.038186577,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,304.15,40,1,62,2.4,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.337005216
338,87.91344199,-0.082147021,-0.037843021,-0.100437833,0.372777748,0.2038519,94.69200579,0.542705227,333.15,100,1,34,4,2000,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.8255759
339,87.91344199,-0.082147021,-0.037843021,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,313.15,40,1,15,2,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.054830493
340,111.5928791,-0.088626389,-0.038858995,-0.100437833,0.372777748,0.2038519,94.69200579,0.542705227,333.15,100,1,66,4,300,1,78.11,2.1,0,0.879,88.9,1.501,0,6,81,-0.865301426
341,111.5928791,-0.088626389,-0.038858995,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,313.15,40,1,16,2,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.326790858
342,111.5928791,-0.088626389,-0.038858995,-0.085929963,0.353355118,0.219642156,94.75148455,0.542146152,302.15,40,1,43,2,1000,1,44.01,0.9,34.1,1.56,28.2,1.6,0,-57,-78,-1.391658781
343,86.52014523,-0.097025505,-0.034436355,-0.085678805,0.211504692,0.200352122,98.56636441,0.534202618,353.15,20,1,3.210894309,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.929418926
344,86.52014523,-0.097025505,-0.034436355,-0.10245428,0.208791063,0.196611467,100.6824751,0.518595089,353.15,20,1,1.423882353,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.53529412
345,86.52014523,-0.097025505,-0.034436355,-0.082306644,0.211292474,0.211284274,146.4207413,0.573332091,353.15,20,1,1.035717322,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.752816431
346,86.52014523,-0.097025505,-0.034436355,-0.10776547,0.213729,0.195563109,102.0502661,0.51704016,353.15,20,1,0.555245989,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.717670503
347,86.52014523,-0.097025505,-0.034436355,-0.092913479,0.20949167,0.201548162,101.8816479,0.524989517,353.15,20,1,0.637,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.697229343
348,86.52014523,-0.097025505,-0.034436355,-0.084594541,0.212684053,0.212566315,147.0204845,0.573460212,353.15,20,1,0.665954545,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.704150517
349,86.52014523,-0.097025505,-0.034436355,-0.108580834,0.215183828,0.197307948,102.7399328,0.518146664,353.15,20,1,0.64894375,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.84135947
350,86.52014523,-0.097025505,-0.034436355,-0.110421174,0.214258262,0.196518186,103.2207496,0.515054277,353.15,20,1,0.341714286,5,637,1,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,1.700703717
351,85.3619317,-0.086168799,0.038186577,-0.085678805,0.211504692,0.200352122,98.56636441,0.534202618,393.15,10,1,0.060561915,10,1746,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.167491087
352,85.3619317,-0.086168799,0.038186577,-0.10245428,0.208791063,0.196611467,100.6824751,0.518595089,393.15,10,1,0.082358491,10,1746,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.004364805
353,85.3619317,-0.086168799,0.038186577,-0.082306644,0.211292474,0.211284274,146.4207413,0.573332091,393.15,10,1,0.127678245,10,1746,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.086359831
354,85.3619317,-0.086168799,0.038186577,-0.10776547,0.213729,0.195563109,102.0502661,0.51704016,393.15,10,1,0.054699248,10,1746,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.161368002
355,85.3619317,-0.086168799,0.038186577,-0.092913479,0.20949167,0.201548162,101.8816479,0.524989517,393.15,10,1,0.058103161,10,1746,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.161368002
356,85.3619317,-0.086168799,0.038186577,-0.084594541,0.212684053,0.212566315,147.0204845,0.573460212,393.15,10,1,0.047278635,10,1746,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.250420002
357,85.3619317,-0.086168799,0.038186577,-0.108580834,0.215183828,0.197307948,102.7399328,0.518146664,393.15,10,1,0.038172278,10,1746,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.309630167
358,85.3619317,-0.086168799,0.038186577,-0.110421174,0.214258262,0.196518186,103.2207496,0.515054277,393.15,10,1,0.023914532,10,1746,0.5,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,0.250420002
359,85.3619317,-0.086168799,0.038186577,-0.053900434,0.379465529,0.362509184,106.040085,0.637090011,313.15,20,1,24,5,5000,0.004,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.753327667
360,85.3619317,-0.086168799,0.038186577,-0.053900434,0.379465529,0.362509184,106.040085,0.637090011,313.15,20,1,48,5,5000,0.004,72.11,0.5,9.2,0.887,81.3,1.407,1.69,-108,65,-1.50965048
361,85.3619317,-0.086168799,0.038186577,-0.053900434,0.379465529,0.362509184,106.040085,0.637090011,313.15,20,1,48,5,5000,0.004,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.69019608
362,85.3619317,-0.086168799,0.038186577,-0.053900434,0.379465529,0.362509184,106.040085,0.637090011,313.15,60,1,24,5,5000,0.004,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.995635195
363,85.3619317,-0.086168799,0.038186577,-0.0534376,0.379651192,0.362338135,105.9375105,0.639489378,313.15,20,1,24,5,5000,0.004,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.995635195
364,85.3619317,-0.086168799,0.038186577,-0.0534376,0.379651192,0.362338135,105.9375105,0.639489378,313.15,60,1,24,5,5000,0.004,84.93,1.5,0,1.326,64.1,1.424,1.14,-95,39,-1.69019608
365,85.3619317,-0.086168799,0.038186577,-0.046672031,0.373191736,0.36175199,106.4081342,0.617464126,308.15,10.34,1,3,1.2,300,50,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.670245853
366,85.3619317,-0.086168799,0.038186577,-0.046672031,0.373191736,0.36175199,106.4081342,0.617464126,343.15,10.34,1,3,1.2,500,50,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.123851641
367,88.70779012,-0.075816625,-0.026615785,-0.046672031,0.373191736,0.36175199,106.4081342,0.617464126,308.15,10.34,1,3,1.2,300,50,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.826074803
368,88.70779012,-0.075816625,-0.026615785,-0.046672031,0.373191736,0.36175199,106.4081342,0.617464126,343.15,10.34,1,3,1.2,500,50,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-0.785329835
369,89.62573535,-0.105519562,0.033941616,-0.046672031,0.373191736,0.36175199,106.4081342,0.617464126,308.15,10.34,1,3,1.2,300,50,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
370,89.62573535,-0.105519562,0.033941616,-0.046672031,0.373191736,0.36175199,106.4081342,0.617464126,343.15,10.34,1,3,1.2,500,50,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-2
371,85.3619317,-0.086168799,0.038186577,-0.021655692,0.384509873,0.379360615,140.134854,0.660716782,308.15,10.34,1,3,1.2,300,50,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.834420704
372,85.3619317,-0.086168799,0.038186577,-0.021655692,0.384509873,0.379360615,140.134854,0.660716782,343.15,10.34,1,3,1.2,500,50,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.235528447
373,88.70779012,-0.075816625,-0.026615785,-0.021655692,0.384509873,0.379360615,140.134854,0.660716782,308.15,10.34,1,3,1.2,300,50,92.14,2.7,0,0.867,106.3,1.497,0.31,-95,92,-1.201397124
